,brgy_name,ADM4_PCODE,ADM4_REF,mun_name,ADM3_PCODE,prov_name,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,Shape_Leng,Shape_Area,AREA_SQKM,corn_farmers
754,Lingu,PH0201527016,,Solana,PH0201527,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.066450029,0.000167632,1.96884014,3
755,Maddarulug (Santo Domingo),PH0201527026,,Solana,PH0201527,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.116272869,0.00061239,7.193008321,5
756,Maguirig,PH0201527017,,Solana,PH0201527,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.193988908,0.001380769,16.21303817,43
757,Malalam-Malacabibi,PH0201527043,,Solana,PH0201527,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.125563986,0.000667977,7.840092875,63
758,Nabbotuan,PH0201527018,,Solana,PH0201527,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.100288744,0.000463663,5.447408797,4
759,Nangalisan,PH0201527019,,Solana,PH0201527,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.098008797,0.000540811,6.351271449,3
760,Natappian East,PH0201527020,,Solana,PH0201527,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.066243029,0.000173181,2.033539261,1
761,Natappian West,PH0201527042,,Solana,PH0201527,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.038546327,7.017497e-05,0.824028888,5
762,Padul,PH0201527021,,Solana,PH0201527,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.120783733,0.000854798,10.03905637,4
763,Palao,PH0201527022,,Solana,PH0201527,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.084826286,0.000371079,4.36012593,
764,Parug-parug,PH0201527023,,Solana,PH0201527,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.098971585,0.000601292,7.064433288,1
765,Pataya,PH0201527024,,Solana,PH0201527,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.043868095,0.000120602,1.416520057,
766,Sampaguita,PH0201527025,,Solana,PH0201527,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.240528014,0.00329759,38.71884151,17
767,Ubong,PH0201527030,,Solana,PH0201527,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.078040787,0.000300751,3.533115971,
768,Accusilian,PH0201528001,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.066978183,0.000181053,2.125165302,59
769,Alabiao,PH0201528002,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.062670822,0.00022654,2.659083507,70
770,Alabug,PH0201528003,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.085388995,0.000317546,3.727623931,58
771,Angang,PH0201528004,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.10097991,0.000298153,3.501084411,1
772,Bagumbayan,PH0201528005,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.117067081,0.000365031,4.285685434,56
773,Barancuag,PH0201528006,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.054452877,0.00015578,1.828958655,55
774,Battung,PH0201528007,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.093780229,0.000334019,3.921508426,52
775,Bicok,PH0201528008,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.091310612,0.00045771,5.375724745,13
776,Bugnay,PH0201528009,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.143325161,0.001100345,12.92389435,17
777,Bulagao,PH0201528010,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.146516078,0.001114008,13.07580995,32
778,Cagumitan,PH0201528011,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.075008548,0.000206611,2.425079192,31
779,Cato,PH0201528012,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.052069759,0.000184782,2.16911493,11
780,Culung,PH0201528013,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.141294566,0.000901568,10.58854715,23
781,Dagupan,PH0201528014,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.099654415,0.000352335,4.136856433,9
782,Fugu,PH0201528015,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.064877749,0.000198711,2.332571749,61
783,Lakambini,PH0201528016,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.163662099,0.000881514,10.34958655,3
784,Lallayug,PH0201528017,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.117771594,0.000439055,5.154506576,29
785,Malalinta,PH0201528033,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.118073984,0.000546682,6.419948407,2
786,Malummin,PH0201528019,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.141166968,0.000721608,8.472918663,35
787,Mambacag,PH0201528020,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.20664595,0.002266657,26.61708673,3
788,Mungo,PH0201528022,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.09618293,0.000497404,5.839344643,40
789,Naruangan,PH0201528023,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.078374514,0.000239143,2.808266907,1
790,Palca,PH0201528024,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.106904411,0.000371279,4.359613019,2
791,Pata,PH0201528025,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.101155421,0.000563497,6.615139027,29
792,Poblacion I (Ward I Centro),PH0201528031,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.017334245,1.78944e-05,0.210054274,9
793,Poblacion II (Ward II Centro),PH0201528032,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.017375648,1.836952e-05,0.215635671,7
794,San Juan,PH0201528026,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.105497618,0.000692243,8.131639167,8
795,San Luis (Gurengad),PH0201528027,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.121248543,0.000606135,7.117556283,55
796,San Vicente (Maleg),PH0201528021,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.124560088,0.000520294,6.112326033,17
797,Sto. Tomas,PH0201528028,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.077648493,0.000275183,3.232363389,24
798,Taribubu,PH0201528029,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.082384612,0.00041486,4.873265307,9
799,Villalaida,PH0201528030,,Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.117479375,0.000537256,6.307783022,14
800,Annafunan East,PH0201529001,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.032634862,5.306418e-05,0.623212097,8
801,Annafunan West,PH0201529038,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.053023552,0.000134368,1.578081238,13
802,Atulayan Norte,PH0201529002,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.061740764,0.00011307,1.327981015,4
803,Atulayan Sur,PH0201529039,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.036699205,6.144444e-05,0.721671113,1
804,Bagay,PH0201529003,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.054937382,0.000135107,1.586855614,4
805,Buntun,PH0201529015,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.067170934,0.000243491,2.860153139,25
806,Caggay,PH0201529016,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.0774393,0.000211944,2.489249594,7
807,Capatan,PH0201529017,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.047692819,0.000122144,1.434743392,43
808,Carig,PH0201529018,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.143242898,0.000943754,11.08281308,14
809,Caritan Centro,PH0201529040,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.026555562,3.55501e-05,0.417560934,
810,Caritan Norte,PH0201529019,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.024152962,3.439096e-05,0.403934766,
811,Caritan Sur,PH0201529020,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.019048547,1.152158e-05,0.135332584,
812,Cataggaman Nuevo,PH0201529021,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.060054607,0.000126905,1.490781737,22
813,Cataggaman Pardo,PH0201529041,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.098180436,0.000512747,6.023522268,28
814,Cataggaman Viejo,PH0201529022,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.086174084,0.000373988,4.393808122,31
815,Centro 1 (Pob.),PH0201529005,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.018353339,1.196726e-05,0.140576978,
816,Centro 10 (Pob.),PH0201529013,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.02679651,3.155989e-05,0.370715962,
817,Centro 11 (Pob.),PH0201529014,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.045171623,8.679831e-05,1.019540195,3
818,Centro 12 (Pob.),PH0201529037,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.027949145,2.960177e-05,0.347694672,
819,Centro 2 (Pob.),PH0201529035,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.008676626,4.65804e-06,0.054715657,
820,Centro 3 (Pob.),PH0201529036,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.007928766,3.93929e-06,0.046272338,
821,Centro 4 (Pob.),PH0201529006,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.011919568,7.00475e-06,0.082279688,
822,Centro 5 (Pob.),PH0201529007,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.02152598,2.089374e-05,0.245434193,
823,Centro 6 (Pob.),PH0201529008,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.009847572,5.92153e-06,0.069557236,
824,Centro 7 (Pob.),PH0201529009,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.009450526,5.40607e-06,0.06350174,
825,Centro 8 (Pob.),PH0201529010,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.010248789,4.0498e-06,0.047569701,1
826,Centro 9 (Pob.),PH0201529011,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.025080635,2.944413e-05,0.345873574,
827,Dadda,PH0201529042,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.113432378,0.00065533,7.699454338,38
828,Gosi Norte,PH0201529023,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.10995484,0.000408528,4.799339303,20
829,Gosi Sur,PH0201529043,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.106358671,0.000315618,3.707947288,12
830,Larion Alto,PH0201529024,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.077810722,0.000326974,3.840518327,18
831,Larion Bajo,PH0201529025,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.060680969,0.000218647,2.568162393,16
832,Leonarda,PH0201529044,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.058032266,9.572718e-05,1.12428813,1
833,Libag Norte,PH0201529026,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.088954106,0.000315748,3.709050262,64
834,Libag Sur,PH0201529045,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.114450478,0.000599653,7.044325464,79
835,Linao East,PH0201529027,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.040128909,8.532866e-05,1.002108662,15
836,Linao Norte,PH0201529046,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.077178011,0.000356071,4.181376896,30
837,Linao West,PH0201529047,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.066424846,0.000246702,2.897174861,6
838,Namabbalan Norte,PH0201529029,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.111002257,0.000585293,6.877122476,31
839,Namabbalan Sur,PH0201529048,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.122217171,0.000915235,10.75493233,12
840,Pallua Norte,PH0201529030,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.040047259,7.071672e-05,0.830608019,1
841,Pallua Sur,PH0201529049,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.040170574,6.85382e-05,0.805041716,6
842,Pengue (Pengue-Ruyu),PH0201529031,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.075456772,0.00021047,2.471926199,4
843,Reyes,PH0201529050,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.126951457,0.000630713,7.406063062,6
844,San Gabriel,PH0201529051,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.060021106,0.00014839,1.742963405,2
845,Tagga,PH0201529032,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.102869746,0.000296408,3.482370564,20
846,Tanza,PH0201529033,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.041510395,6.263498e-05,0.735684653,2
847,Ugac Norte,PH0201529034,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.056421898,9.321495e-05,1.094926802,1
848,Ugac Sur,PH0201529052,,Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.05114038,0.000120796,1.418950407,1
849,Amistad,PH0203101001,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.080792007,0.000400288,4.720705993,
850,Antonino (Pob.),PH0203101002,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.048286065,0.000136672,1.612432063,
851,Apanay,PH0203101003,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.041888921,7.894976e-05,0.931539586,2
852,Aurora,PH0203101004,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.058876331,0.00016041,1.892479785,
853,Bagnos,PH0203101005,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.139370345,0.000799675,9.433176479,1
854,Bagong Sikat,PH0203101006,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.069424432,0.000202762,2.392055144,
855,Bantug-Petines,PH0203101007,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.107835698,0.000503759,5.942728924,
856,Bonifacio,PH0203101008,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.073989233,0.000224278,2.646010525,
857,Burgos,PH0203101009,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.081041644,0.000305489,3.603347071,1
858,Calaocan (Pob.),PH0203101010,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.057950169,0.00012005,1.416383926,
859,Callao,PH0203101011,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.076846771,0.000368838,4.351243331,
860,Dagupan,PH0203101012,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.095080364,0.000429161,5.063358564,
861,Inanama,PH0203101013,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.060882094,0.000228241,2.692762076,
862,Linglingay,PH0203101014,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.1083223,0.000609679,7.192135471,1
863,M.H. del Pilar,PH0203101015,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.116505243,0.000516911,6.096447477,1
864,Mabini,PH0203101016,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.079533391,0.000271585,3.203633707,
865,Magsaysay (Pob.),PH0203101017,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.024410328,2.942095e-05,0.347117866,
866,Mataas na Kahoy,PH0203101018,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.082492271,0.000418802,4.93895556,
867,Paddad,PH0203101019,,Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.0922545,0.000420777,4.963712094,3
