province,municipality,cropname,rsba_crop_record_count,rsba_crop_area_ha
ISABELA,BURGOS,Other fruit-bearing vegetables,2,0.7
ISABELA,BURGOS,Other leafy vegetables,1,0.1
ISABELA,BURGOS,Other varieties of tobacco,11,13.15
ISABELA,BURGOS,Pigs or swine,8,0
ISABELA,BURGOS,Rice/Palay,2326,4957.1
ISABELA,BURGOS,Tilapia,2,0.39
ISABELA,BURGOS,Tobacco (native),5,5.15
ISABELA,CABAGAN,Ampalaya,4,2.8
ISABELA,CABAGAN,Banana,7,3.5
ISABELA,CABAGAN,Buffaloes (Carabaos),352,0
ISABELA,CABAGAN,Cacao,1,0
ISABELA,CABAGAN,Cattle,484,7
ISABELA,CABAGAN,Chickens,506,3
ISABELA,CABAGAN,Coconut,1,0
ISABELA,CABAGAN,Coffee - other varieties,1,0
ISABELA,CABAGAN,Corn,4051,6092.61
ISABELA,CABAGAN,Dogs and cats,3,0
ISABELA,CABAGAN,Ducks,183,0
ISABELA,CABAGAN,Eggplant (talong),1,0
ISABELA,CABAGAN,Geese,4,0
ISABELA,CABAGAN,Ginger (luya),1,0.03
ISABELA,CABAGAN,Goats,18,0
ISABELA,CABAGAN,Green corn,1,0.5
ISABELA,CABAGAN,Guyabano,1,0
ISABELA,CABAGAN,Horses,14,0
ISABELA,CABAGAN,Lime (Calamansi),1,0.6
ISABELA,CABAGAN,Mango,2,1
ISABELA,CABAGAN,Other Fish,4,0.48
ISABELA,CABAGAN,Other fruit-bearing trees and vines,2,1.89
ISABELA,CABAGAN,Other fruit-bearing vegetables,33,45.2
ISABELA,CABAGAN,Other leafy vegetables,9,2.32
ISABELA,CABAGAN,Other leguminous plants,1,0.1
ISABELA,CABAGAN,Other poultry,5,0
ISABELA,CABAGAN,Other varieties of tobacco,9,4.55
ISABELA,CABAGAN,Peanuts,1,0.5
ISABELA,CABAGAN,Pigeons,2,0
ISABELA,CABAGAN,Pigs or swine,212,0
ISABELA,CABAGAN,Rice/Palay,3028,3403.85
ISABELA,CABAGAN,Sheep,5,0
ISABELA,CABAGAN,Sugarcane,7,32.25
ISABELA,CABAGAN,Tilapia,4,1.37
ISABELA,CABAGAN,Tobacco (native),19,11.48
ISABELA,CABAGAN,Turkeys,10,0
ISABELA,CABAGAN,Water melon,1,0.3
ISABELA,CABATUAN,Ampalaya,2,1.29
ISABELA,CABATUAN,Banana,8,1.54
ISABELA,CABATUAN,Buffaloes (Carabaos),2,0
ISABELA,CABATUAN,Cassava (kamoteng kahoy),1,1
ISABELA,CABATUAN,Cattle,5,0
ISABELA,CABATUAN,Chickens,57,0
ISABELA,CABATUAN,Coconut,109,19.23
ISABELA,CABATUAN,Coffee - other varieties,1,0.5
ISABELA,CABATUAN,Corn,481,589.1
ISABELA,CABATUAN,Dogs and cats,1,0
ISABELA,CABATUAN,Ducks,23,0
ISABELA,CABATUAN,Eggplant (talong),2,0.15
ISABELA,CABATUAN,"Forage grass (sacate, alfalfa, green corn stalk)",1,2
ISABELA,CABATUAN,Goats,2,0
ISABELA,CABATUAN,Hito/Catfish,4,0.25
ISABELA,CABATUAN,Lime (Calamansi),1,0.8
ISABELA,CABATUAN,Mango,16,0.98
ISABELA,CABATUAN,Mongo (Mung Bean),22,5.35
ISABELA,CABATUAN,Okra,1,0.01
ISABELA,CABATUAN,Other animals (e.g.,1,0
ISABELA,CABATUAN,Other crops for fiber production,1,0.5
ISABELA,CABATUAN,Other Fish,4,0.45
ISABELA,CABATUAN,Other fruit-bearing vegetables,67,16.72
ISABELA,CABATUAN,Other leafy vegetables,25,6.03
ISABELA,CABATUAN,Other leguminous plants,1,0.3
ISABELA,CABATUAN,Other poultry,6,0
ISABELA,CABATUAN,Other varieties of tobacco,79,62
ISABELA,CABATUAN,Pechay,1,0.01
ISABELA,CABATUAN,Pigs or swine,15,0
ISABELA,CABATUAN,Rice/Palay,4038,5677.78
ISABELA,CABATUAN,String beans - harvested green (sitao),1,0.01
ISABELA,CABATUAN,Tilapia,48,3.88
ISABELA,CABATUAN,Tobacco (native),232,179.18
ISABELA,CABATUAN,Tobacco (Virginia),1,1
ISABELA,CABATUAN,Tomato (kamatis),1,0.01
ISABELA,CABATUAN,Turkeys,2,0
ISABELA,CITY OF CAUAYAN,Ampalaya,1,0.5
ISABELA,CITY OF CAUAYAN,Banana,125,218.73
ISABELA,CITY OF CAUAYAN,Buffaloes (Carabaos),14,0
ISABELA,CITY OF CAUAYAN,Cassava (kamoteng kahoy),321,365.73
ISABELA,CITY OF CAUAYAN,Cattle,8,0
ISABELA,CITY OF CAUAYAN,Chickens,36,0
ISABELA,CITY OF CAUAYAN,Coconut,3,1.05
ISABELA,CITY OF CAUAYAN,Corn,6394,10740.34
ISABELA,CITY OF CAUAYAN,crops for seed and seedling,1,2.16
ISABELA,CITY OF CAUAYAN,Dogs and cats,4,0
ISABELA,CITY OF CAUAYAN,Ducks,11,0
ISABELA,CITY OF CAUAYAN,Eggplant (talong),1,0.7
ISABELA,CITY OF CAUAYAN,"Forage grass (sacate, alfalfa, green corn stalk)",1,0.5
ISABELA,CITY OF CAUAYAN,Goats,16,0
ISABELA,CITY OF CAUAYAN,Green corn,3,5.6
ISABELA,CITY OF CAUAYAN,Mango,3,5.53
ISABELA,CITY OF CAUAYAN,Other animals (e.g.,1,0
ISABELA,CITY OF CAUAYAN,Other crops for fiber production,1,1
ISABELA,CITY OF CAUAYAN,Other Fish,14,3.44
ISABELA,CITY OF CAUAYAN,Other fruit-bearing trees and vines,3,1.2
ISABELA,CITY OF CAUAYAN,Other fruit-bearing vegetables,48,21.74
ISABELA,CITY OF CAUAYAN,Other leafy vegetables,11,5.5
ISABELA,CITY OF CAUAYAN,Other poultry,3,0
ISABELA,CITY OF CAUAYAN,Other temporary crops not reported elsewhere,1,0.04
ISABELA,CITY OF CAUAYAN,Other varieties of tobacco,39,39.9
ISABELA,CITY OF CAUAYAN,Pigs or swine,69,0
ISABELA,CITY OF CAUAYAN,Rice/Palay,8315,12486.95
ISABELA,CITY OF CAUAYAN,Sheep,5,0
ISABELA,CITY OF CAUAYAN,Sugarcane,2,12.28
ISABELA,CITY OF CAUAYAN,Tiger Grass,2,1.5
ISABELA,CITY OF CAUAYAN,Tilapia,12,3.01
ISABELA,CITY OF CAUAYAN,Tobacco (native),6,6
ISABELA,CITY OF SANTIAGO,Ampalaya,6,3.02
ISABELA,CITY OF SANTIAGO,Bamboo (Kawayan),1,0.5
ISABELA,CITY OF SANTIAGO,Banana,11,6.43
ISABELA,CITY OF SANTIAGO,Buffaloes (Carabaos),62,0
ISABELA,CITY OF SANTIAGO,Cantaloupes- honey dew and other melon varieties,1,0.5
ISABELA,CITY OF SANTIAGO,Cassava (kamoteng kahoy),9,4.98
ISABELA,CITY OF SANTIAGO,Cattle,88,0
ISABELA,CITY OF SANTIAGO,Chickens,266,0
ISABELA,CITY OF SANTIAGO,Coconut,6,4.87
ISABELA,CITY OF SANTIAGO,Coffee - other varieties,1,0.5
ISABELA,CITY OF SANTIAGO,Common gourd (upo),1,0.01
ISABELA,CITY OF SANTIAGO,Corn,304,429.16
ISABELA,CITY OF SANTIAGO,Dragon Fruit,4,1.82
ISABELA,CITY OF SANTIAGO,Ducks,216,0
ISABELA,CITY OF SANTIAGO,Eggplant (talong),6,4.37
ISABELA,CITY OF SANTIAGO,"Forage grass (sacate, alfalfa, green corn stalk)",1,1.1
ISABELA,CITY OF SANTIAGO,Geese,7,0
ISABELA,CITY OF SANTIAGO,Goats,29,0
ISABELA,CITY OF SANTIAGO,Grapes (ubas),1,0.29
ISABELA,CITY OF SANTIAGO,Guyabano,1,0.01
ISABELA,CITY OF SANTIAGO,Hito/Catfish,3,2.4
ISABELA,CITY OF SANTIAGO,Kalamansi,2,0.31
ISABELA,CITY OF SANTIAGO,Lime (Calamansi),6,5.65
ISABELA,CITY OF SANTIAGO,Mahogany,1,1.5
ISABELA,CITY OF SANTIAGO,Mango,24,36.95
ISABELA,CITY OF SANTIAGO,Mongo (Mung Bean),2,3
ISABELA,CITY OF SANTIAGO,Mulberry,1,0.2
ISABELA,CITY OF SANTIAGO,Mushroom,1,0.05
ISABELA,CITY OF SANTIAGO,Nipa,1,0.1
ISABELA,CITY OF SANTIAGO,Okra,1,0.2
ISABELA,CITY OF SANTIAGO,Orchard,4,5.08
ISABELA,CITY OF SANTIAGO,Other crops for fiber production,1,0.28
ISABELA,CITY OF SANTIAGO,Other Fish,56,34.6
ISABELA,CITY OF SANTIAGO,Other fruit-bearing trees and vines,10,12.35
ISABELA,CITY OF SANTIAGO,Other fruit-bearing vegetables,79,48.28
ISABELA,CITY OF SANTIAGO,Other herbs and spices,1,0.2
ISABELA,CITY OF SANTIAGO,Other industrial crops,16,12.58
ISABELA,CITY OF SANTIAGO,Other leafy vegetables,56,22.91
ISABELA,CITY OF SANTIAGO,Other leguminous plants,6,4
ISABELA,CITY OF SANTIAGO,Other poultry,2,0
ISABELA,CITY OF SANTIAGO,Other temporary crops not reported elsewhere,2,0.36
ISABELA,CITY OF SANTIAGO,Patola,1,0.01
ISABELA,CITY OF SANTIAGO,Peanuts,11,6.66
ISABELA,CITY OF SANTIAGO,Pepper - small green,1,0.1
ISABELA,CITY OF SANTIAGO,Pepper - sweet,1,0.01
ISABELA,CITY OF SANTIAGO,Pigs or swine,171,0
ISABELA,CITY OF SANTIAGO,Potato (patatas),1,0.3
ISABELA,CITY OF SANTIAGO,Rice/Palay,5399,9137.99
ISABELA,CITY OF SANTIAGO,Sheep,4,0
ISABELA,CITY OF SANTIAGO,Squash (kalabasa),1,0.01
ISABELA,CITY OF SANTIAGO,String beans - harvested green (sitao),2,0.21
ISABELA,CITY OF SANTIAGO,Sugarcane,31,54.51
ISABELA,CITY OF SANTIAGO,Tilapia,54,15.39
ISABELA,CITY OF SANTIAGO,Tomato (kamatis),2,0.02
ISABELA,CITY OF SANTIAGO,Turkeys,8,0
ISABELA,CITY OF SANTIAGO,Water melon,3,1.59
ISABELA,CORDON,Ampalaya,1,0.1
ISABELA,CORDON,Arrowroot,1,0.7
ISABELA,CORDON,Avocado,10,3.8
ISABELA,CORDON,Bamboo (Kawayan),1,2
ISABELA,CORDON,Banana,101,78.54
ISABELA,CORDON,Buffaloes (Carabaos),586,0
ISABELA,CORDON,Bush Sitao,1,0.3
ISABELA,CORDON,Cabbage (repolyo),1,0.24
ISABELA,CORDON,Cacao,2,1.4
ISABELA,CORDON,Cassava (kamoteng kahoy),6,2.66
ISABELA,CORDON,Cattle,422,0
ISABELA,CORDON,Chickens,931,0
ISABELA,CORDON,Chili (labuyo),1,0.5
ISABELA,CORDON,Coconut,26,21.05
ISABELA,CORDON,Corn,2870,4114.23
ISABELA,CORDON,Cowpea,1,1
ISABELA,CORDON,Deer,1,0
ISABELA,CORDON,Dogs and cats,22,0
ISABELA,CORDON,Ducks,603,0
ISABELA,CORDON,Eggplant (talong),5,2.8
ISABELA,CORDON,"Forage grass (sacate, alfalfa, green corn stalk)",1,1.9
ISABELA,CORDON,Geese,12,0
ISABELA,CORDON,Ginger (luya),1,1
ISABELA,CORDON,Gmelina Arborea,3,2.25
ISABELA,CORDON,Goats,203,0
ISABELA,CORDON,Grapes (ubas),1,0.1
ISABELA,CORDON,Guyabano,25,15.5
ISABELA,CORDON,Hito/Catfish,99,33.3
ISABELA,CORDON,Horses,1,0
ISABELA,CORDON,Ipil-ipil,1,0.75
ISABELA,CORDON,Kalamansi,4,3.46
ISABELA,CORDON,Lemon,1,0.15
ISABELA,CORDON,Lemon grass,1,0.2
ISABELA,CORDON,Lime (Calamansi),1,2.09
ISABELA,CORDON,Mandarin (dalanghita),3,1.8
ISABELA,CORDON,Mango,37,29.59
ISABELA,CORDON,Mushroom,1,0
ISABELA,CORDON,Okra,1,0.5
ISABELA,CORDON,Orchard,1,0.2
ISABELA,CORDON,Other animals (e.g.,4,0
ISABELA,CORDON,Other crops for fiber production,4,2.1
ISABELA,CORDON,Other Fish,322,125.39
ISABELA,CORDON,Other fruit-bearing trees and vines,44,40.2
ISABELA,CORDON,Other fruit-bearing vegetables,113,48.92
ISABELA,CORDON,Other industrial crops,8,8.19
ISABELA,CORDON,Other leafy vegetables,28,10.14
ISABELA,CORDON,Other leguminous plants,2,1
ISABELA,CORDON,Other poultry,21,0
ISABELA,CORDON,Other temporary crops not reported elsewhere,2,0.52
ISABELA,CORDON,Papaya,1,2
ISABELA,CORDON,Peacock,2,0
ISABELA,CORDON,Pigs or swine,779,0
ISABELA,CORDON,Pineapple,5,2.45
ISABELA,CORDON,Quail,1,0
ISABELA,CORDON,Rabbits and hares,2,0
ISABELA,CORDON,Rambutan,8,5.34
ISABELA,CORDON,Rice/Palay,4184,5299.09
ISABELA,CORDON,Sheep,11,0
ISABELA,CORDON,Squash (kalabasa),11,5.05
ISABELA,CORDON,String beans - harvested green (sitao),7,1.47
ISABELA,CORDON,Sugarcane,3,17.38
ISABELA,CORDON,Swan,1,0
ISABELA,CORDON,Tilapia,440,189.18
ISABELA,CORDON,Tomato (kamatis),2,0.43
ISABELA,CORDON,Turkeys,17,0
ISABELA,DELFIN ALBANO MAGSAYSAY,Banana,2,2
ISABELA,DELFIN ALBANO MAGSAYSAY,Buffaloes (Carabaos),6,0
ISABELA,DELFIN ALBANO MAGSAYSAY,Cassava (kamoteng kahoy),2,4
ISABELA,DELFIN ALBANO MAGSAYSAY,Cattle,18,0
ISABELA,DELFIN ALBANO MAGSAYSAY,Chickens,18,0
ISABELA,DELFIN ALBANO MAGSAYSAY,Coffee - other varieties,1,2
ISABELA,DELFIN ALBANO MAGSAYSAY,Corn,1530,2855.23
ISABELA,DELFIN ALBANO MAGSAYSAY,Ducks,14,0
ISABELA,DELFIN ALBANO MAGSAYSAY,Ginger (luya),1,0.5
ISABELA,DELFIN ALBANO MAGSAYSAY,Goats,19,0
ISABELA,DELFIN ALBANO MAGSAYSAY,Onion bulbs (sibuyas),1,0.5
ISABELA,DELFIN ALBANO MAGSAYSAY,Other Fish,10,1.78
ISABELA,DELFIN ALBANO MAGSAYSAY,Other fruit-bearing trees and vines,2,0.8
ISABELA,DELFIN ALBANO MAGSAYSAY,Other fruit-bearing vegetables,50,33.15
ISABELA,DELFIN ALBANO MAGSAYSAY,Other industrial crops,2,0.45
ISABELA,DELFIN ALBANO MAGSAYSAY,Other leafy vegetables,21,6.32
ISABELA,DELFIN ALBANO MAGSAYSAY,Other leguminous plants,4,2.62
ISABELA,DELFIN ALBANO MAGSAYSAY,Other varieties of tobacco,3,1.75
ISABELA,DELFIN ALBANO MAGSAYSAY,Pigs or swine,17,0
ISABELA,DELFIN ALBANO MAGSAYSAY,Rice/Palay,3891,8723.93
ISABELA,DELFIN ALBANO MAGSAYSAY,Sugarcane,1,4
ISABELA,DELFIN ALBANO MAGSAYSAY,Tilapia,5,1
ISABELA,DELFIN ALBANO MAGSAYSAY,Tobacco (native),3,2.5
ISABELA,DINAPIGUE,Banana,13,12
ISABELA,DINAPIGUE,Buffaloes (Carabaos),78,0
ISABELA,DINAPIGUE,Cassava (kamoteng kahoy),1,0.25
ISABELA,DINAPIGUE,Cattle,29,0
ISABELA,DINAPIGUE,Chickens,111,0
ISABELA,DINAPIGUE,Coconut,18,23.38
ISABELA,DINAPIGUE,Corn,50,81.85
ISABELA,DINAPIGUE,Ducks,53,0
ISABELA,DINAPIGUE,Gabi tubers,3,2.15
ISABELA,DINAPIGUE,Ginger (luya),2,0.5
ISABELA,DINAPIGUE,Goats,30,0
ISABELA,DINAPIGUE,Other animals (e.g.,15,0
ISABELA,DINAPIGUE,Other Fish,1,5
ISABELA,DINAPIGUE,Other fruit-bearing trees and vines,5,5.4
ISABELA,DINAPIGUE,Other fruit-bearing vegetables,26,31.06
ISABELA,DINAPIGUE,Other leafy vegetables,8,3.22
ISABELA,DINAPIGUE,Peanuts,2,0.75
ISABELA,DINAPIGUE,Pigs or swine,67,0
ISABELA,DINAPIGUE,Rice/Palay,405,445.78
ISABELA,DINAPIGUE,Taro,1,0.25
ISABELA,DINAPIGUE,Turkeys,2,0
ISABELA,DINAPIGUE,Ube,1,1
ISABELA,DIVILACAN,Buffaloes (Carabaos),193,0
ISABELA,DIVILACAN,Cassava (kamoteng kahoy),1,1
ISABELA,DIVILACAN,Cattle,6,0
ISABELA,DIVILACAN,Chickens,260,0
ISABELA,DIVILACAN,Coconut,2,2.4
ISABELA,DIVILACAN,Corn,12,13.8
ISABELA,DIVILACAN,Ducks,58,0
ISABELA,DIVILACAN,Geese,1,0
ISABELA,DIVILACAN,Goats,8,0
ISABELA,DIVILACAN,Other fruit-bearing trees and vines,1,0.05
ISABELA,DIVILACAN,Other fruit-bearing vegetables,12,3.85
ISABELA,DIVILACAN,Other leafy vegetables,5,2.65
ISABELA,DIVILACAN,Pigs or swine,150,0
ISABELA,DIVILACAN,Quail,1,0
ISABELA,DIVILACAN,Rice/Palay,558,518.79
ISABELA,DIVILACAN,Turkeys,1,0
ISABELA,ECHAGUE,Ampalaya,2,1.6
ISABELA,ECHAGUE,Arrowroot,1,1
ISABELA,ECHAGUE,Banana,759,570.08
ISABELA,ECHAGUE,Buffaloes (Carabaos),391,0
ISABELA,ECHAGUE,Cacao,1,0.1
ISABELA,ECHAGUE,Camote,2,2.5
ISABELA,ECHAGUE,Cantaloupes- honey dew and other melon varieties,1,1
ISABELA,ECHAGUE,Cassava (kamoteng kahoy),126,111.36
ISABELA,ECHAGUE,Cattle,139,0
ISABELA,ECHAGUE,Chickens,584,0
ISABELA,ECHAGUE,Coconut,8,4.88
ISABELA,ECHAGUE,Coffee - other varieties,1,1.2
ISABELA,ECHAGUE,Corn,5033,7626.5
ISABELA,ECHAGUE,Cowpea,2,2
ISABELA,ECHAGUE,Dogs and cats,4,0
ISABELA,ECHAGUE,Ducks,274,0
ISABELA,ECHAGUE,"Forage grass (sacate, alfalfa, green corn stalk)",2,5
ISABELA,ECHAGUE,Gabi tubers,1,0.25
ISABELA,ECHAGUE,Geese,8,0
ISABELA,ECHAGUE,Ginger (luya),1,1
ISABELA,ECHAGUE,Goats,38,0
ISABELA,ECHAGUE,Hito/Catfish,36,5.96
ISABELA,ECHAGUE,Lime (Calamansi),2,0.75
ISABELA,ECHAGUE,Mango,2,1.75
ISABELA,ECHAGUE,Mongo (Mung Bean),1,0.5
ISABELA,ECHAGUE,Orchard,1,0.26
ISABELA,ECHAGUE,Other animals (e.g.,20,0
ISABELA,ECHAGUE,Other crops for fiber production,2,1.5
ISABELA,ECHAGUE,Other Fish,23,5.96
ISABELA,ECHAGUE,Other fruit-bearing trees and vines,81,75.3
ISABELA,ECHAGUE,Other fruit-bearing vegetables,35,35.59
ISABELA,ECHAGUE,Other leafy vegetables,47,32.82
ISABELA,ECHAGUE,Other leguminous plants,4,2.75
ISABELA,ECHAGUE,Other poultry,2,0
ISABELA,ECHAGUE,Other varieties of tobacco,1,0.5
ISABELA,ECHAGUE,Peanuts,2,1.8
ISABELA,ECHAGUE,Pigs or swine,207,0
ISABELA,ECHAGUE,Pineapple,264,185.53
ISABELA,ECHAGUE,Rabbits and hares,1,0
ISABELA,ECHAGUE,Rice/Palay,6997,9496.7
ISABELA,ECHAGUE,Sheep,1,0
ISABELA,ECHAGUE,Squash (kalabasa),1,0.01
ISABELA,ECHAGUE,String beans - harvested green (sitao),1,0
ISABELA,ECHAGUE,Sugarcane,103,268.2
ISABELA,ECHAGUE,Swan,1,0
ISABELA,ECHAGUE,Tilapia,126,22.61
ISABELA,ECHAGUE,Turkeys,7,0
ISABELA,ECHAGUE,Water melon,2,2.4
ISABELA,GAMU,Ampalaya,1,3
ISABELA,GAMU,Banana,1,0.1
ISABELA,GAMU,Bangus,2,0.25
ISABELA,GAMU,Buffaloes (Carabaos),29,0
ISABELA,GAMU,Cassava (kamoteng kahoy),1,0.6
ISABELA,GAMU,Cattle,36,0
ISABELA,GAMU,Chickens,11,0
ISABELA,GAMU,Coconut,1,0.5
ISABELA,GAMU,Corn,1001,1352.83
ISABELA,GAMU,Ducks,7,0
ISABELA,GAMU,"Forage grass (sacate, alfalfa, green corn stalk)",1,1
ISABELA,GAMU,Geese,1,0
ISABELA,GAMU,Goats,18,0
ISABELA,GAMU,Hito/Catfish,8,1.7
ISABELA,GAMU,Mango,1,4.8
ISABELA,GAMU,Mushroom,1,0
ISABELA,GAMU,Other Fish,7,0.95
ISABELA,GAMU,Other fruit-bearing trees and vines,2,9.6
ISABELA,GAMU,Other fruit-bearing vegetables,36,15.29
ISABELA,GAMU,Other industrial crops,1,0.03
ISABELA,GAMU,Other leafy vegetables,11,6.86
ISABELA,GAMU,Other leguminous plants,3,0.31
ISABELA,GAMU,Other varieties of tobacco,1,0.6
ISABELA,GAMU,Peanuts,2,0.7
ISABELA,GAMU,Pigs or swine,72,0
ISABELA,GAMU,Quail,1,0
ISABELA,GAMU,Rice/Palay,2114,5070.88
ISABELA,GAMU,Sheep,1,0
ISABELA,GAMU,Soybeans,1,0.5
ISABELA,GAMU,Tilapia,52,8.86
ISABELA,GAMU,Turkeys,1,0
ISABELA,ILAGAN CITY Capital,Ampalaya,3,0.5
ISABELA,ILAGAN CITY Capital,Arrowroot,1,1.8
ISABELA,ILAGAN CITY Capital,Banana,91,142.01
ISABELA,ILAGAN CITY Capital,Beans - dry,1,0.23
ISABELA,ILAGAN CITY Capital,Buffaloes (Carabaos),13,0
ISABELA,ILAGAN CITY Capital,Camote,12,12
ISABELA,ILAGAN CITY Capital,Cassava (kamoteng kahoy),88,86.46
ISABELA,ILAGAN CITY Capital,Cattle,6,0
ISABELA,ILAGAN CITY Capital,Chickens,5,0
ISABELA,ILAGAN CITY Capital,Coconut,5,6.25
ISABELA,ILAGAN CITY Capital,Corn,11349,14649.81
ISABELA,ILAGAN CITY Capital,Ducks,2,0
ISABELA,ILAGAN CITY Capital,"Forage grass (sacate, alfalfa, green corn stalk)",5,3.51
ISABELA,ILAGAN CITY Capital,Gabi tubers,1,0.5
ISABELA,ILAGAN CITY Capital,Ginger (luya),2,0.75
ISABELA,ILAGAN CITY Capital,Goats,3,0
ISABELA,ILAGAN CITY Capital,Green corn,3,1.31
ISABELA,ILAGAN CITY Capital,Lemon,1,2.5
ISABELA,ILAGAN CITY Capital,Lime (Calamansi),1,2
ISABELA,ILAGAN CITY Capital,Mandarin (dalanghita),1,0.25
ISABELA,ILAGAN CITY Capital,Mango,4,9.46
ISABELA,ILAGAN CITY Capital,Other animals (e.g.,1,0
ISABELA,ILAGAN CITY Capital,Other Fish,5,2.17
ISABELA,ILAGAN CITY Capital,Other fruit-bearing vegetables,15,6.47
ISABELA,ILAGAN CITY Capital,Other leafy vegetables,24,8.47
ISABELA,ILAGAN CITY Capital,Other leguminous plants,1,0.75
ISABELA,ILAGAN CITY Capital,Peanuts,1,0.25
ISABELA,ILAGAN CITY Capital,Pigs or swine,7,0
ISABELA,ILAGAN CITY Capital,Pineapple,1,0.2
ISABELA,ILAGAN CITY Capital,Pomelo (suha),2,1.5
ISABELA,ILAGAN CITY Capital,Rambutan,1,0.25
ISABELA,ILAGAN CITY Capital,Rice/Palay,9488,9467.2
ISABELA,ILAGAN CITY Capital,Sugarcane,7,21
ISABELA,ILAGAN CITY Capital,Taro,1,0.5
ISABELA,ILAGAN CITY Capital,Tilapia,5,2.24
ISABELA,ILAGAN CITY Capital,Turkeys,1,0
ISABELA,ILAGAN CITY Capital,Ube,1,1
ISABELA,ILAGAN CITY Capital,Water melon,3,1.6
ISABELA,JONES,Avocado,3,0.55
ISABELA,JONES,Banana,1049,1023.55
ISABELA,JONES,Bermuda Grass,1,0.38
ISABELA,JONES,Buffaloes (Carabaos),1903,0
ISABELA,JONES,Cacao,13,7.45
ISABELA,JONES,Cassava (kamoteng kahoy),786,723.99
ISABELA,JONES,Cattle,622,0
ISABELA,JONES,Chickens,2450,0
ISABELA,JONES,Chico,2,0.4
ISABELA,JONES,Coconut,26,12.43
ISABELA,JONES,Coffee - other varieties,2,1.25
ISABELA,JONES,Corn,5235,9372.32
ISABELA,JONES,Dragon Fruit,1,0.5
ISABELA,JONES,Ducks,898,0
ISABELA,JONES,"Forage grass (sacate, alfalfa, green corn stalk)",6,4.3
ISABELA,JONES,Geese,26,0
ISABELA,JONES,Gemilina,1,0.3
ISABELA,JONES,Ginger (luya),15,6.4
ISABELA,JONES,Gmelina Arborea,10,15.1
ISABELA,JONES,Goats,198,0
ISABELA,JONES,Green corn,1,0.5
ISABELA,JONES,Guyabano,1,0.01
ISABELA,JONES,Hito/Catfish,2,0.61
ISABELA,JONES,Horses,7,0
ISABELA,JONES,Lanzones,1,0.5
ISABELA,JONES,Lemon grass,1,0.68
ISABELA,JONES,Lime (Calamansi),7,3.79
ISABELA,JONES,Mahogany,1,1.25
ISABELA,JONES,Mandarin (dalanghita),1,0.25
ISABELA,JONES,Mango,33,26.78
ISABELA,JONES,Narra,3,6.4
ISABELA,JONES,Orange (dalandan),1,0.1
ISABELA,JONES,Orchard,2,0.45
ISABELA,JONES,Ornamental Flowers,1,0.5
ISABELA,JONES,Other animals (e.g.,7,0
ISABELA,JONES,Other crops for fiber production,3,1.7
ISABELA,JONES,Other Fish,12,3.62
ISABELA,JONES,Other fruit-bearing trees and vines,18,16.08
ISABELA,JONES,Other fruit-bearing vegetables,38,20.51
ISABELA,JONES,Other industrial crops,9,7.75
ISABELA,JONES,Other industrial permanent crops not elsewhere classified,3,1.84
ISABELA,JONES,Other leafy vegetables,16,7.8
ISABELA,JONES,Other leguminous plants,2,0.85
ISABELA,JONES,Other poultry,6,0
ISABELA,JONES,Other temporary crops not reported elsewhere,1,1.5
ISABELA,JONES,Other varieties of tobacco,3,1.12
ISABELA,JONES,Peanuts,13,3.59
ISABELA,JONES,Pigs or swine,1390,0
ISABELA,JONES,Pineapple,13,12.55
ISABELA,JONES,Potato (patatas),3,2.5
ISABELA,JONES,Rabbits and hares,1,0
ISABELA,JONES,Rambutan,4,2.05
ISABELA,JONES,Rice/Palay,3936,3354.65
ISABELA,JONES,Sheep,2,0
ISABELA,JONES,Sugarcane,1,1
ISABELA,JONES,Tiger Grass,1,1
ISABELA,JONES,Tilapia,25,4.3
ISABELA,JONES,Tobacco (native),1,0.5
ISABELA,JONES,Turkeys,20,0
ISABELA,JONES,Ube,2,1
ISABELA,JONES,Water melon,1,0.08
ISABELA,LUNA,Banana,1,1.5
ISABELA,LUNA,Beans - dry,1,0.2
ISABELA,LUNA,Cacao,1,1.52
ISABELA,LUNA,Cassava (kamoteng kahoy),1,1.5
ISABELA,LUNA,Cattle,1,0
ISABELA,LUNA,Coconut,1,1.52
ISABELA,LUNA,Corn,485,635.07
ISABELA,LUNA,Ducks,1,0
ISABELA,LUNA,Goats,2,0
ISABELA,LUNA,Kalamansi,1,0.5
ISABELA,LUNA,Mango,1,1.44
ISABELA,LUNA,Mongo (Mung Bean),2,0.3
ISABELA,LUNA,Mushroom,1,0.3
ISABELA,LUNA,Other fruit-bearing trees and vines,2,2.52
ISABELA,LUNA,Other fruit-bearing vegetables,6,1.5
ISABELA,LUNA,Other leafy vegetables,2,0.8
ISABELA,LUNA,Peanuts,8,5.03
ISABELA,LUNA,Pigs or swine,3,0
ISABELA,LUNA,Rice/Palay,1457,2526.73
ISABELA,LUNA,String beans - harvested green (sitao),1,1
ISABELA,LUNA,Tilapia,1,0.21
ISABELA,MACONACON,Buffaloes (Carabaos),9,0
ISABELA,MACONACON,Chickens,10,0
ISABELA,MACONACON,Corn,3,4.25
ISABELA,MACONACON,Ducks,1,0
ISABELA,MACONACON,Other Fish,1,0.3
ISABELA,MACONACON,Other fruit-bearing vegetables,5,1.37
ISABELA,MACONACON,Other leafy vegetables,3,0.57
ISABELA,MACONACON,Pigs or swine,7,0
